"date","county","state","vehicle_primary_use","battery_electric_vehicles_bevs_","plug_in_hybrid_electric_vehicles_phevs_","electric_vehicle_ev_total","non_electric_vehicles","total_vehicles","percent_electric_vehicles"
"2019-10-31T00:00:00.000","Davidson","TN","Passenger","1","0","1","65","66","1.515151515151515151515151515"
"2019-11-30T00:00:00.000","Skagit","WA","Truck","1","0","1","33453","33454","0.002989179171399533688049261673"
"2019-11-30T00:00:00.000","Flathead","MT","Passenger","1","0","1","55","56","1.785714285714285714285714286"
"2019-10-31T00:00:00.000","District Of Columbia","DC","Passenger","1","2","3","213","216","1.388888888888888888888888889"
"2018-11-30T00:00:00.000","Skamania","WA","Truck","0","0","0","4186","4186","0"
"2019-06-30T00:00:00.000","Denver","CO","Passenger","1","0","1","122","123","0.8130081300813008130081300813"
"2019-06-30T00:00:00.000","Deschutes","OR","Passenger","2","0","2","131","133","1.503759398496240601503759398"
"2019-12-31T00:00:00.000","Chelan","WA","Truck","0","0","0","23133","23133","0"
"2019-11-30T00:00:00.000","Twin Falls","ID","Passenger","0","1","1","23","24","4.166666666666666666666666667"
"2018-11-30T00:00:00.000","Spokane","WA","Passenger","445","390","835","313882","314717","0.2653177298970185913058398498"
"2019-12-31T00:00:00.000","Clackamas","OR","Passenger","1","1","2","182","184","1.086956521739130434782608696"
"2019-04-30T00:00:00.000","Monterey","CA","Passenger","0","1","1","206","207","0.4830917874396135265700483092"
"2019-11-30T00:00:00.000","Harris","TX","Passenger","1","1","2","218","220","0.9090909090909090909090909091"
"2018-11-30T00:00:00.000","Grant","WA","Truck","0","0","0","27207","27207","0"
"2019-04-30T00:00:00.000","Montgomery","PA","Passenger","2","0","2","25","27","7.407407407407407407407407407"
"2019-11-30T00:00:00.000","Volusia","FL","Passenger","0","1","1","36","37","2.702702702702702702702702703"
"2019-10-31T00:00:00.000","Glacier","MT","Passenger","0","1","1","5","6","16.66666666666666666666666667"
"2018-11-30T00:00:00.000","Grays Harbor","WA","Passenger","72","73","145","48303","48448","0.2992899603698811096433289300"
"2019-12-31T00:00:00.000","Cochise","AZ","Passenger","0","1","1","111","112","0.8928571428571428571428571429"
"2018-11-30T00:00:00.000","Grays Harbor","WA","Truck","0","0","0","20953","20953","0"
"2019-06-30T00:00:00.000","Garfield","WA","Truck","0","0","0","988","988","0"
"2019-04-30T00:00:00.000","New Castle","DE","Passenger","1","0","1","24","25","4.00"
"2019-11-30T00:00:00.000","Washoe","NV","Passenger","1","0","1","84","85","1.176470588235294117647058824"
"2019-10-31T00:00:00.000","Harnett","NC","Passenger","0","1","1","192","193","0.5181347150259067357512953368"
"2019-06-30T00:00:00.000","Goochland","VA","Passenger","1","1","2","189","191","1.047120418848167539267015707"
"2019-04-30T00:00:00.000","Oklahoma","OK","Passenger","0","1","1","115","116","0.8620689655172413793103448276"
"2019-11-30T00:00:00.000","Wayne","MI","Passenger","0","1","1","59","60","1.666666666666666666666666667"
"2019-11-30T00:00:00.000","Honolulu","HI","Passenger","3","0","3","447","450","0.6666666666666666666666666667"
"2018-11-30T00:00:00.000","Hardin","KY","Passenger","0","1","1","114","115","0.8695652173913043478260869565"
"2019-11-30T00:00:00.000","Westchester","NY","Passenger","0","1","1","28","29","3.448275862068965517241379310"
"2018-11-30T00:00:00.000","Wahkiakum","WA","Truck","0","0","0","1753","1753","0"
"2019-12-31T00:00:00.000","Denver","CO","Passenger","1","0","1","116","117","0.8547008547008547008547008547"
"2019-12-31T00:00:00.000","Deschutes","OR","Passenger","2","0","2","121","123","1.626016260162601626016260163"
"2019-10-31T00:00:00.000","Jefferson","NY","Passenger","0","1","1","226","227","0.4405286343612334801762114537"
"2019-11-30T00:00:00.000","Whitman","WA","Passenger","42","49","91","23117","23208","0.3921061702861082385384350224"
"2019-10-31T00:00:00.000","Kent","DE","Passenger","0","1","1","71","72","1.388888888888888888888888889"
"2019-06-30T00:00:00.000","Kern","CA","Passenger","1","1","2","230","232","0.8620689655172413793103448276"
"2019-10-31T00:00:00.000","Kittitas","WA","Passenger","93","47","140","30629","30769","0.4550034125255939419545646592"
"2018-11-30T00:00:00.000","Washtenaw","MI","Passenger","1","0","1","33","34","2.941176470588235294117647059"
"2019-10-31T00:00:00.000","Kittitas","WA","Truck","0","0","0","15016","15016","0"
"2019-10-31T00:00:00.000","Klamath","OR","Passenger","1","0","1","26","27","3.703703703703703703703703704"
"2019-12-31T00:00:00.000","Anne Arundel","MD","Passenger","1","3","4","430","434","0.9216589861751152073732718894"
"2018-11-30T00:00:00.000","Whatcom","WA","Truck","2","0","2","43835","43837","0.004562356000638729840089422178"
"2019-11-30T00:00:00.000","Kitsap","WA","Truck","1","0","1","55649","55650","0.001796945193171608265947888589"
"2019-10-31T00:00:00.000","Kootenai","ID","Passenger","1","1","2","194","196","1.020408163265306122448979592"
"2019-11-30T00:00:00.000","Klamath","OR","Passenger","1","0","1","25","26","3.846153846153846153846153846"
"2019-06-30T00:00:00.000","King","WA","Passenger","19578","7314","26892","1409068","1435960","1.872754115713529624780634558"
"2019-12-31T00:00:00.000","Asotin","WA","Passenger","15","10","25","13003","13028","0.1918943813325145839729812711"
"2019-12-31T00:00:00.000","Asotin","WA","Truck","0","0","0","6926","6926","0"
"2019-12-31T00:00:00.000","Garfield","WA","Truck","0","0","0","995","995","0"
"2019-06-30T00:00:00.000","Kitsap","WA","Passenger","1124","628","1752","183872","185624","0.9438434685170021117958884627"
"2019-12-31T00:00:00.000","Goochland","VA","Passenger","2","1","3","177","180","1.666666666666666666666666667"
"2019-04-30T00:00:00.000","San Juan","WA","Passenger","209","72","281","14672","14953","1.879221560890791145589513810"
"2018-12-31T00:00:00.000","NULL","NULL","Passenger","8","6","14","2182","2196","0.6375227686703096539162112933"
"2019-10-31T00:00:00.000","Maui","HI","Passenger","1","0","1","41","42","2.380952380952380952380952381"
"2019-04-30T00:00:00.000","Sangamon","IL","Passenger","2","0","2","7","9","22.22222222222222222222222222"
"2018-12-31T00:00:00.000","Adams","WA","Passenger","5","6","11","13135","13146","0.08367564278107409097824433288"
"2019-06-30T00:00:00.000","Lewis","WA","Passenger","107","98","205","60368","60573","0.3384346160830733164941475575"
"2019-12-31T00:00:00.000","Caddo","LA","Passenger","1","0","1","16","17","5.882352941176470588235294118"
"2019-06-30T00:00:00.000","Lincoln","WA","Passenger","4","9","13","8010","8023","0.1620341518135360837591923221"
"2019-04-30T00:00:00.000","Spokane","WA","Truck","1","0","1","97664","97665","0.001023908257820099319101008550"
"2019-11-30T00:00:00.000","Maui","HI","Passenger","1","0","1","41","42","2.380952380952380952380952381"
"2018-11-30T00:00:00.000","Klickitat","WA","Truck","0","0","0","8456","8456","0"
"2019-12-31T00:00:00.000","Cascade","MT","Passenger","0","1","1","58","59","1.694915254237288135593220339"
"2019-06-30T00:00:00.000","Manassas City","VA","Passenger","0","1","1","8","9","11.11111111111111111111111111"
"2018-11-30T00:00:00.000","Larimer","CO","Passenger","0","1","1","48","49","2.040816326530612244897959184"
"2019-12-31T00:00:00.000","Chaves","NM","Passenger","1","0","1","9","10","10.0"
"2019-11-30T00:00:00.000","Muscogee","GA","Passenger","0","1","1","179","180","0.5555555555555555555555555556"
"2019-10-31T00:00:00.000","Otero","NM","Passenger","0","1","1","38","39","2.564102564102564102564102564"
"2019-10-31T00:00:00.000","Pacific","WA","Truck","0","0","0","7908","7908","0"
"2019-12-31T00:00:00.000","Kern","CA","Passenger","1","1","2","227","229","0.8733624454148471615720524017"
"2019-06-30T00:00:00.000","Mason","WA","Truck","0","0","0","20996","20996","0"
"2019-04-30T00:00:00.000","Thurston","WA","Passenger","909","656","1565","200016","201581","0.7763628516576463059514537580"
"2019-11-30T00:00:00.000","Okanogan","WA","Truck","0","0","0","4121","4121","0"
"2019-10-31T00:00:00.000","Palm Beach","FL","Passenger","0","1","1","69","70","1.428571428571428571428571429"
"2019-12-31T00:00:00.000","Cook","IL","Passenger","1","0","1","212","213","0.4694835680751173708920187793"
"2019-04-30T00:00:00.000","Thurston","WA","Truck","0","0","0","56399","56399","0"
"2019-12-31T00:00:00.000","King","WA","Passenger","22468","7874","30342","1414702","1445044","2.099728451175189129189145798"
"2019-10-31T00:00:00.000","Pend Oreille","WA","Passenger","8","6","14","9826","9840","0.1422764227642276422764227642"
"2018-11-30T00:00:00.000","Liberty","GA","Passenger","1","0","1","154","155","0.6451612903225806451612903226"
"2019-12-31T00:00:00.000","Kitsap","WA","Passenger","1281","684","1965","185524","187489","1.048061486273861399868792302"
"2019-10-31T00:00:00.000","Pend Oreille","WA","Truck","0","0","0","5981","5981","0"
"2019-11-30T00:00:00.000","Pierce","WA","Truck","0","0","0","144716","144716","0"
"2019-12-31T00:00:00.000","Fairbanks North Star","AK","Passenger","0","1","1","99","100","1.00"
"2019-06-30T00:00:00.000","Okanogan","WA","Passenger","3","7","10","6167","6177","0.1618908855431439209972478549"
"2019-12-31T00:00:00.000","Lewis","WA","Passenger","116","110","226","60732","60958","0.3707470717543226483808523902"
"2019-06-30T00:00:00.000","Oldham","KY","Passenger","0","1","1","4","5","20.0"
"2018-12-31T00:00:00.000","Camden","GA","Passenger","0","1","1","162","163","0.6134969325153374233128834356"
"2018-11-30T00:00:00.000","Marion","IN","Passenger","1","0","1","119","120","0.8333333333333333333333333333"
"2019-10-31T00:00:00.000","Saint Louis","MO","Passenger","1","0","1","70","71","1.408450704225352112676056338"
"2019-12-31T00:00:00.000","Ferry","WA","Passenger","5","2","7","4562","4569","0.1532063908951630553731669950"
"2019-06-30T00:00:00.000","Orange","CA","Passenger","5","1","6","530","536","1.119402985074626865671641791"
"2019-12-31T00:00:00.000","Lincoln","WA","Passenger","3","11","14","8012","8026","0.1744330924495389982556690755"
"2019-11-30T00:00:00.000","Saint Marys","MD","Passenger","1","0","1","198","199","0.5025125628140703517587939698"
"2019-12-31T00:00:00.000","Franklin","WA","Truck","0","0","0","20381","20381","0"
"2019-12-31T00:00:00.000","Fresno","CA","Passenger","1","0","1","174","175","0.5714285714285714285714285714"
"2019-11-30T00:00:00.000","San Diego","CA","Passenger","8","7","15","2817","2832","0.5296610169491525423728813559"
"2019-10-31T00:00:00.000","Skagit","WA","Passenger","371","231","602","94317","94919","0.6342249707645466134282914906"
"2019-06-30T00:00:00.000","Pierce","WA","Passenger","2036","1661","3697","553509","557206","0.6634889071546250399313718804"
"2019-11-30T00:00:00.000","San Juan","WA","Truck","0","0","0","6082","6082","0"
"2019-12-31T00:00:00.000","Manassas City","VA","Passenger","0","1","1","5","6","16.66666666666666666666666667"
"2019-10-31T00:00:00.000","Skamania","WA","Passenger","28","19","47","9029","9076","0.5178492728074041427941824592"
"2019-11-30T00:00:00.000","Santa Clara","CA","Passenger","4","2","6","320","326","1.840490797546012269938650307"
"2019-10-31T00:00:00.000","Snohomish","WA","Passenger","4074","1795","5869","544062","549931","1.067224797292751272432359696"
"2019-12-31T00:00:00.000","Mason","WA","Truck","0","0","0","21121","21121","0"
"2019-12-31T00:00:00.000","Grays Harbor","WA","Truck","0","0","0","21252","21252","0"
"2019-05-31T00:00:00.000","NULL","WA","Passenger","0","0","0","2","2","0"
"2018-12-31T00:00:00.000","Clark","NV","Passenger","2","1","3","675","678","0.4424778761061946902654867257"
"2019-05-31T00:00:00.000","NULL","WA","Truck","0","0","0","2","2","0"
"2019-10-31T00:00:00.000","Stevens","WA","Passenger","32","31","63","32460","32523","0.1937090674292039479752790333"
"2019-11-30T00:00:00.000","Shasta","CA","Passenger","1","0","1","40","41","2.439024390243902439024390244"
"2019-10-31T00:00:00.000","Sumter","FL","Passenger","0","1","1","8","9","11.11111111111111111111111111"
"2019-11-30T00:00:00.000","Shelby","TN","Passenger","0","1","1","92","93","1.075268817204301075268817204"
"2019-05-31T00:00:00.000","Albemarle","VA","Passenger","1","0","1","28","29","3.448275862068965517241379310"
"2019-11-30T00:00:00.000","Skagit","WA","Passenger","382","232","614","94321","94935","0.6467583083162163585611207668"
"2019-10-31T00:00:00.000","Travis","TX","Passenger","1","1","2","173","175","1.142857142857142857142857143"
"2019-12-31T00:00:00.000","Harrison","MS","Passenger","1","0","1","61","62","1.612903225806451612903225806"
"2018-12-31T00:00:00.000","Columbia","GA","Passenger","1","1","2","162","164","1.219512195121951219512195122"
"2019-06-30T00:00:00.000","Putnam","TN","Passenger","0","1","1","2","3","33.33333333333333333333333333"
"2019-11-30T00:00:00.000","Snohomish","WA","Passenger","4122","1816","5938","544424","550362","1.078926234005981517619312380"
"2018-11-30T00:00:00.000","New Castle","DE","Passenger","1","0","1","25","26","3.846153846153846153846153846"
"2019-10-31T00:00:00.000","Wahkiakum","WA","Passenger","4","4","8","3116","3124","0.2560819462227912932138284251"
"2019-05-31T00:00:00.000","Benton","WA","Passenger","268","281","549","136187","136736","0.4015036274280365083079803417"
"2019-12-31T00:00:00.000","Okanogan","WA","Passenger","3","8","11","6110","6121","0.1797091978434896258781244895"
"2019-06-30T00:00:00.000","Riley","KS","Passenger","1","0","1","67","68","1.470588235294117647058823529"
"2019-12-31T00:00:00.000","Oldham","KY","Passenger","0","1","1","3","4","25.00"
"2019-10-31T00:00:00.000","Washtenaw","MI","Passenger","1","0","1","31","32","3.12500"
"2018-11-30T00:00:00.000","Oklahoma","OK","Passenger","0","1","1","115","116","0.8620689655172413793103448276"
"2019-05-31T00:00:00.000","Brevard","FL","Passenger","0","1","1","72","73","1.369863013698630136986301370"
"2019-12-31T00:00:00.000","Orange","CA","Passenger","6","1","7","501","508","1.377952755905511811023622047"
"2018-11-30T00:00:00.000","Orange","FL","Passenger","2","1","3","167","170","1.764705882352941176470588235"
"2019-10-31T00:00:00.000","Whatcom","WA","Passenger","1004","494","1498","153898","155396","0.9639887770598985816880743391"
"2019-06-30T00:00:00.000","Santa Rosa","FL","Passenger","1","0","1","81","82","1.219512195121951219512195122"
"2018-12-31T00:00:00.000","Dale","AL","Passenger","0","1","1","64","65","1.538461538461538461538461538"
"2018-11-30T00:00:00.000","Ozaukee","WI","Passenger","0","1","1","4","5","20.0"
"2019-10-31T00:00:00.000","Yakima","WA","Truck","0","0","0","61767","61767","0"
"2019-12-31T00:00:00.000","Pierce","WA","Passenger","2367","1772","4139","558251","562390","0.7359661444904781379469762976"
"2019-11-30T00:00:00.000","Tulsa","OK","Passenger","0","1","1","41","42","2.380952380952380952380952381"
"2018-12-31T00:00:00.000","Dekalb","IN","Passenger","1","0","1","1","2","50.0"
"2019-11-30T00:00:00.000","Albemarle","VA","Passenger","1","0","1","31","32","3.12500"
"2018-12-31T00:00:00.000","District Of Columbia","DC","Passenger","1","4","5","207","212","2.358490566037735849056603774"
"2019-05-31T00:00:00.000","Clallam","WA","Passenger","177","144","321","51481","51802","0.6196671943168217443341955909"
"2018-12-31T00:00:00.000","Douglas","NE","Passenger","0","1","1","66","67","1.492537313432835820895522388"
"2019-11-30T00:00:00.000","Asotin","WA","Truck","0","0","0","6918","6918","0"
"2019-12-31T00:00:00.000","Putnam","TN","Passenger","0","1","1","2","3","33.33333333333333333333333333"
"2019-12-31T00:00:00.000","Lewis","WA","Truck","0","0","0","26846","26846","0"
"2019-12-31T00:00:00.000","Ada","ID","Passenger","0","1","1","263","264","0.3787878787878787878787878788"
"2019-12-31T00:00:00.000","Riley","KS","Passenger","1","0","1","64","65","1.538461538461538461538461538"
"2018-12-31T00:00:00.000","Flathead","MT","Passenger","1","0","1","51","52","1.923076923076923076923076923"
"2019-05-31T00:00:00.000","Dakota","MN","Passenger","0","1","1","33","34","2.941176470588235294117647059"
"2019-12-31T00:00:00.000","Alameda","CA","Passenger","4","0","4","266","270","1.481481481481481481481481481"
"2019-11-30T00:00:00.000","Broward","FL","Passenger","1","1","2","116","118","1.694915254237288135593220339"
"2019-12-31T00:00:00.000","Maricopa","AZ","Passenger","6","4","10","1224","1234","0.8103727714748784440842787682"
"2019-11-30T00:00:00.000","Caddo","LA","Passenger","1","0","1","17","18","5.555555555555555555555555556"
"2018-11-30T00:00:00.000","Saint Lucie","FL","Passenger","1","0","1","25","26","3.846153846153846153846153846"
"2019-12-31T00:00:00.000","Santa Rosa","FL","Passenger","1","0","1","83","84","1.190476190476190476190476190"
"2019-11-30T00:00:00.000","Carson City","NV","Passenger","1","0","1","9","10","10.0"
"2019-12-31T00:00:00.000","Bexar","TX","Passenger","1","6","7","590","597","1.172529313232830820770519263"
"2018-11-30T00:00:00.000","San Juan","WA","Truck","0","0","0","5999","5999","0"
"2019-12-31T00:00:00.000","Broward","FL","Passenger","0","1","1","117","118","0.8474576271186440677966101695"
"2018-11-30T00:00:00.000","Sangamon","IL","Passenger","1","0","1","8","9","11.11111111111111111111111111"
